date,bigtech_index
10/13/2022,5240.49
10/14/2022,5624.56
10/17/2022,5539.28
10/18/2022,5737.05
10/19/2022,5560.77
10/20/2022,5600.02
10/21/2022,5563.08
10/24/2022,5733.6
10/25/2022,5812.71
10/26/2022,5775.66
10/27/2022,5852.24
10/28/2022,5740.18
10/31/2022,5857.74
11/01/2022,5946.55
11/02/2022,5831.87
11/03/2022,5430.36
11/04/2022,5502.41
11/07/2022,5473.87
11/08/2022,5605.19
11/09/2022,5553.26
11/10/2022,5845.9
11/11/2022,6048.92
11/14/2022,6217.33
11/15/2022,6404.52
11/16/2022,6221.14
11/17/2022,5968.03
11/18/2022,6184.92
11/21/2022,5988.69
11/22/2022,5982.25
11/23/2022,6051.39
11/25/2022,6104.95
11/28/2022,6040.82
11/29/2022,5994.26
11/30/2022,5931.01
12/01/2022,6297.09
12/02/2022,6152.09
12/05/2022,6196.65
12/06/2022,6089.12
12/07/2022,5935.58
12/08/2022,5972.51
12/09/2022,6072.28
12/12/2022,6045.18
12/13/2022,6494.25
12/14/2022,6312.38
12/15/2022,6142.1
12/16/2022,5987.18
12/19/2022,5954.32
12/20/2022,5801.47
12/21/2022,5868.57
12/22/2022,5838.18
12/23/2022,5695.92
12/27/2022,5698.1
12/28/2022,5638.63
12/29/2022,5652.59
12/30/2022,5674.85
01/03/2023,5855.06
01/04/2023,5811.74
01/05/2023,5714.31
01/06/2023,5705.37
01/09/2023,5917.87
01/10/2023,5899.82
01/11/2023,5985.85
01/12/2023,6077.69
01/13/2023,6044.35
01/17/2023,6125.88
01/18/2023,6239.84
01/19/2023,6047.28
01/20/2023,6045.74
01/23/2023,6228.76
01/24/2023,6363.09
01/25/2023,6234
01/26/2023,6461.93
01/27/2023,6430.25
01/30/2023,6434.2
01/31/2023,6368.18
02/01/2023,6507.09
02/02/2023,6933.75
02/03/2023,6792.5
02/06/2023,6714.59
02/07/2023,6720.19
02/08/2023,6915.85
02/09/2023,6907.89
02/10/2023,6688.56
02/13/2023,6716.24
02/14/2023,6735.81
02/15/2023,6882.44
02/16/2023,6818.54
02/17/2023,6721.29
02/21/2023,6568.89
02/22/2023,6539.42
02/23/2023,6695.86
02/24/2023,6522.88
02/27/2023,6622.06
02/28/2023,6575.12
03/01/2023,6606.34
03/02/2023,6490.05
03/03/2023,6629.78
03/06/2023,6763.85
03/07/2023,6709.74
03/08/2023,6654.95
03/09/2023,6699.2
03/10/2023,6568.75
03/13/2023,6361.62
03/14/2023,6569.39
03/15/2023,6557.57
03/16/2023,6590.53
03/17/2023,6823.75
03/20/2023,6754.96
03/21/2023,6831.56
03/22/2023,6855.66
03/23/2023,6847.68
03/24/2023,6862.69
03/27/2023,6847.79
03/28/2023,6767.04
03/29/2023,6834.05
03/30/2023,6983.91
03/31/2023,6988.64
04/03/2023,7065.48
04/04/2023,7083.99
04/05/2023,6937.27
04/06/2023,6777.85
04/10/2023,6786.99
04/11/2023,6913.42
04/12/2023,6947.42
04/13/2023,6835.76
04/14/2023,6873.51
04/17/2023,6842.94
04/18/2023,6958.03
04/19/2023,6808.14
04/20/2023,6767.7
04/21/2023,6780.05
04/24/2023,6767.3
04/25/2023,6659.34
04/26/2023,6585.43
04/27/2023,6621.46
04/28/2023,6660.72
05/01/2023,6699.59
05/02/2023,6725.04
05/03/2023,6634.08
05/04/2023,6589.32
05/05/2023,6614.47
05/08/2023,6750.11
05/09/2023,6709.66
05/10/2023,6786.45
05/11/2023,6814.29
05/12/2023,6791.75
05/15/2023,6781.03
05/16/2023,6893.19
05/17/2023,6937.41
05/18/2023,7062.14
05/19/2023,7225.92
05/22/2023,7187.22
05/23/2023,7211.39
05/24/2023,7058.96
05/25/2023,7266.81
05/26/2023,7463.29
05/30/2023,7846.21
05/31/2023,7628.85
06/01/2023,7604.73
06/02/2023,7815.49
06/05/2023,7735.59
06/06/2023,7713.49
06/07/2023,7827.24
06/08/2023,7634.88
06/09/2023,7791.67
06/12/2023,7806.32
06/13/2023,8067.72
06/14/2023,8019.16
06/15/2023,8044.07
06/16/2023,8227.48
06/20/2023,8025.31
06/21/2023,7978.09
06/22/2023,7758.92
06/23/2023,7754.57
06/26/2023,7778.5
06/27/2023,7785.86
06/28/2023,7901.21
06/29/2023,7966.15
06/30/2023,8013.28
07/03/2023,8056.14
07/05/2023,8016.77
07/06/2023,7872.46
07/07/2023,7885.72
07/10/2023,7892.93
07/11/2023,8084.02
07/12/2023,8192.14
07/13/2023,8223.01
07/14/2023,8331.49
07/17/2023,8283.09
07/18/2023,8417.52
07/19/2023,8516.14
07/20/2023,8334.59
07/21/2023,8236.79
07/24/2023,8232.77
07/25/2023,8250.75
07/26/2023,8242.97
07/27/2023,8467.77
07/28/2023,8480.55
